Haitong International Securities Company Limited,China International Capital Corporation Hong Kong Securities Limited,2
Haitong International Securities Company Limited,Guoyuan Securities Brokerage (Hong Kong) Limited,1
Haitong International Securities Company Limited,Citigroup Global Markets Asia Limited,1
Haitong International Securities Company Limited,Guotai Junan Securities (Hong Kong) Limited,1
Haitong International Securities Company Limited,UOB Kay Hian (Hong Kong) Limited,1
Haitong International Securities Company Limited,GF Securities (Hong Kong) Brokerage Limited,1
Macquarie Capital Limited,CLSA Limited,2
Macquarie Capital Limited,Haitong International Securities Company Limited,1
Macquarie Capital Limited,China International Capital Corporation Hong Kong Securities Limited,1
Macquarie Capital Limited,Deutsche Bank AG,1
China Merchants Securities (HK) Co. Limited,China International Capital Corporation Hong Kong Securities Limited,4
China Merchants Securities (HK) Co. Limited,China Securities (International) Corporate Finance Company Limited,3
China Merchants Securities (HK) Co. Limited,CCB International Capital Limited,3
China Merchants Securities (HK) Co. Limited,CLSA Limited,4
China Merchants Securities (HK) Co. Limited,Haitong International Securities Company Limited,2
China Merchants Securities (HK) Co. Limited,ICBC International Securities Limited,1
China Merchants Securities (HK) Co. Limited,CMBC Securities Company Limited,1
China Merchants Securities (HK) Co. Limited,BOCI Asia Limited,1
China Merchants Securities (HK) Co. Limited,Shanxi Securities International Limited,1
China Merchants Securities (HK) Co. Limited,Deutsche Bank AG,3
China Merchants Securities (HK) Co. Limited,China Everbright Securities (HK) Limited,1
China Merchants Securities (HK) Co. Limited,Zhongtai International Securities Limited,1
Fosun International Securities Limited,ABCI Capital Limited,1
Fosun International Securities Limited,BOCOM International Securities Limited,1
Fosun International Securities Limited,CLSA Limited,1
Fosun International Securities Limited,Innovax Securities Limited,1
China Everbright Securities (HK) Limited,Livermore Holdings Limited,1
China Everbright Securities (HK) Limited,CCB International Capital Limited,1
China Everbright Securities (HK) Limited,China Merchants Securities (HK) Co. Limited,1
China Everbright Securities (HK) Limited,CLSA Limited,1
China Everbright Securities (HK) Limited,Zhongtai International Securities Limited,1
Shanxi Securities International Limited,CCB International Capital Limited,1
Shanxi Securities International Limited,Rainbow Capital (HK) Limited,1
Shanxi Securities International Limited,China Merchants Securities (HK) Co. Limited,1
Shanxi Securities International Limited,China Securities (International) Corporate Finance Company Limited,1
Daiwa Capital Markets Hong Kong Limited,CLSA Limited,1
Daiwa Capital Markets Hong Kong Limited,China International Capital Corporation Hong Kong Securities Limited,1
Daiwa Capital Markets Hong Kong Limited,DBS Asia Capital Limited,1
Daiwa Capital Markets Hong Kong Limited,Zhongtai International Securities Limited,1
Zhongtai International Securities Limited,China International Capital Corporation Hong Kong Securities Limited,2
Zhongtai International Securities Limited,Daiwa Capital Markets Hong Kong Limited,1
Zhongtai International Securities Limited,DBS Asia Capital Limited,2
Zhongtai International Securities Limited,CCB International Capital Limited,1
Zhongtai International Securities Limited,China Everbright Securities (HK) Limited,1
Zhongtai International Securities Limited,China Merchants Securities (HK) Co. Limited,1
Zhongtai International Securities Limited,CLSA Limited,1
Zhongtai International Securities Limited,Huatai Financial Holdings (Hong Kong) Limited,1
Guosen Securities (HK) Capital Company Limited,ABCI Capital Limited,1
Guosen Securities (HK) Capital Company Limited,CLSA Limited,1
Guosen Securities (HK) Capital Company Limited,Guotai Junan Securities (Hong Kong) Limited,2
Merrill Lynch (Asia Pacific) Limited,Goldman Sachs (Asia) L.L.C.,1
Merrill Lynch (Asia Pacific) Limited,Haitong International Securities Company Limited,1
Merrill Lynch (Asia Pacific) Limited,Huatai Financial Holdings (Hong Kong) Limited,1
Merrill Lynch (Asia Pacific) Limited,UBS AG Hong Kong Branch,1
Merrill Lynch (Asia Pacific) Limited,J.P. Morgan Securities (Asia Pacific) Limited,1
UBS AG Hong Kong Branch,Goldman Sachs (Asia) L.L.C.,1
UBS AG Hong Kong Branch,Haitong International Securities Company Limited,1
UBS AG Hong Kong Branch,Huatai Financial Holdings (Hong Kong) Limited,1
UBS AG Hong Kong Branch,Merrill Lynch (Asia Pacific) Limited,1
UBS AG Hong Kong Branch,China International Capital Corporation Hong Kong Securities Limited,1
UBS AG Hong Kong Branch,CMB International Capital Limited,1
Guoyuan Securities Brokerage (Hong Kong) Limited,China International Capital Corporation Hong Kong Securities Limited,2
Guoyuan Securities Brokerage (Hong Kong) Limited,CLSA Limited,1
Guoyuan Securities Brokerage (Hong Kong) Limited,Haitong International Securities Company Limited,1
Yellow River Securities Limited,CLSA Limited,1
Yellow River Securities Limited,CMB International Capital Limited,1
Yellow River Securities Limited,GF Securities (Hong Kong) Brokerage Limited,1
Yellow River Securities Limited,ICBC International Securities Limited,1
Yellow River Securities Limited,SDICS International Securities (Hong Kong) Limited,1
J.P. Morgan Securities (Asia Pacific) Limited,China International Capital Corporation Hong Kong Securities Limited,1
J.P. Morgan Securities (Asia Pacific) Limited,Merrill Lynch (Asia Pacific) Limited,1
J.P. Morgan Securities (Asia Pacific) Limited,CCB International Capital Limited,1
J.P. Morgan Securities (Asia Pacific) Limited,CLSA Limited,2
J.P. Morgan Securities (Asia Pacific) Limited,Goldman Sachs (Asia) L.L.C.,1
Shanghai Banking Corporation Limited,China International Capital Corporation Hong Kong Securities Limited,1
Shanghai Banking Corporation Limited,Deutsche Bank AG,2
Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,1
HGNH International Securities Co. Limited,CLSA Limited,1
Rainbow Capital (HK) Limited,Shanxi Securities International Limited,1
Zero2IPO Securities Limited,China Securities (International) Corporate Finance Company Limited,1
Zero2IPO Securities Limited,CLSA Limited,1
UOB Kay Hian (Hong Kong) Limited,BOCI Asia Limited,1
UOB Kay Hian (Hong Kong) Limited,China International Capital Corporation Hong Kong Securities Limited,1
UOB Kay Hian (Hong Kong) Limited,CLSA Limited,1
UOB Kay Hian (Hong Kong) Limited,Haitong International Securities Company Limited,1
Corporate Finance Company Limited,China Securities (International) Corporate Finance Company Limited,1
Corporate Finance Company Limited,CLSA Limited,1
China Industrial Securities International Capital Limited,CLSA Limited,1
China Industrial Securities International Capital Limited,CMB International Capital Limited,1
Innovax Securities Limited,Fosun International Securities Limited,1
