ticker,company,type,date,bank_raw,bank_normalized,raw_role,is_sponsor,is_coordinator,is_bookrunner,is_lead_manager,is_lead
"3660","360 DigiTech, Inc. - S","Global offering","18/11/2022","Citigroup Global Markets Asia Limited","Citi","Joint Sponsors","Y","Y","Y","Y","Y"
"3660","360 DigiTech, Inc. - S","Global offering","18/11/2022","China International Capital Corporation Hong Kong Securities Limited","CICC","Joint Sponsors","Y","Y","Y","Y","Y"
"3660","360 DigiTech, Inc. - S","Global offering","18/11/2022","CCB International Capital Limited","CCB International","Joint Bookrunners","N","N","Y","Y","N"
"3660","360 DigiTech, Inc. - S","Global offering","18/11/2022","Futu Securities International (Hong Kong) Limited","Futu","Joint Bookrunners","N","N","Y","Y","N"
"3660","360 DigiTech, Inc. - S","Global offering","18/11/2022","Tiger Brokers (HK) Global Limited","Tiger Brokers","Joint Bookrunners","N","N","Y","Y","N"
"3660","360 DigiTech, Inc. - S","Global offering","18/11/2022","Livermore Holdings Limited","Livermore Holdings","Joint Lead Managers","N","N","N","Y","N"
"3660","360 DigiTech, Inc. - S","Global offering","18/11/2022","Citigroup Global Markets Limited","Citi","Fallback extraction","N","N","N","N","N"
"3660","360 DigiTech, Inc. - S","Global offering","18/11/2022","Guotai Junan Capital Limited","Guotai Junan Capital","Fallback extraction","N","N","N","N","N"
"3660","360 DigiTech, Inc. - S","Global offering","18/11/2022","Future VIPKID Limited","Future VIPKID","Fallback extraction","N","N","N","N","N"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Guosen Securities (HK) Capital Co., Ltd.","Guosen","Sole Sponsor","Y","Y","Y","Y","Y"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Macquarie Capital Limited","Macquarie","Financial Advisor","N","Y","Y","Y","Y"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","CCB International Capital Limited","CCB International","Joint Global Coordinators, Joint Bookrunners and Joint Lead Managers","N","Y","Y","Y","Y"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Yue Xiu Securities Company Limited","Yue Xiu Securities Company","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Guotai Junan Securities (Hong Kong) Limited","Guotai Junan Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Lead Securities (HK) Limited","Lead Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Fortune (HK) Securities Limited","Fortune  Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Haitong International Securities Company Limited","Haitong","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","China Investment Securities International Brokerage Limited","China Investment Securities International Brokerage","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Guoyuan Securities Brokerage (Hong Kong) Limited","Guoyuan Securities Brokerage","Joint Lead Managers","N","N","N","Y","N"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Zhongrong PT Securities Limited","Zhongrong PT Securities","Joint Lead Managers","N","N","N","Y","N"
"3601","360 Ludashi Holdings Limited","Global offering","26/09/2019","Zhongtai International Securities Limited","Zhongtai","Joint Lead Managers","N","N","N","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","China International Capital Corporation Hong Kong Securities Limited","CICC","Joint Sponsors","Y","Y","Y","Y","Y"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","China Securities (International) Corporate Finance Company Limited","China Securities","Joint Sponsors","Y","Y","Y","Y","Y"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","CNCB (Hong Kong) Capital Limited","CNCB  Capital","Joint Global Coordinators","N","Y","Y","Y","Y"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","CCB International Capital Limited","CCB International","Joint Bookrunners","N","N","Y","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","Huarong International Securities Limited","Huarong International Securities","Joint Bookrunners","N","N","Y","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","Livermore Holdings Limited","Livermore Holdings","Joint Bookrunners","N","N","Y","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","ABCI Capital Limited","ABCI","Joint Bookrunners","N","N","Y","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","Tiger Brokers (HK) Global Limited","Tiger Brokers","Joint Bookrunners","N","N","Y","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","CSFG International Securities Limited","CSFG International Securities","Joint Lead Managers","N","N","N","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","Lego Securities Limited","Lego Securities","Joint Lead Managers","N","N","N","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","Valuable Capital Limited","Valuable Capital","Joint Lead Managers","N","N","N","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","Futu Securities International (Hong Kong) Limited","Futu","Joint Lead Managers","N","N","N","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","Victory Securities Company Limited","Victory Securities Company","Joint Lead Managers","N","N","N","Y","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","China International Capital Corporation Limited","CICC","Fallback: sponsor, coordinator, bookrunner","Y","Y","Y","N","Y"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","CITIC Bank International Limited","CITIC","Fallback extraction","N","N","N","N","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","Merrill Lynch (Asia Pacific) Limited","Bank of America","Fallback extraction","N","N","N","N","N"
"1244","3D Medicines Inc. - B","Global offering","29/11/2022","ABCI Securities Company Limited","ABCI","Fallback extraction","N","N","N","N","N"
"1530","3SBio Inc.","Global offering","01/06/2015","CITIC Securities Corporate Finance (HK) Limited","CITIC","Joint Sponsors","Y","Y","Y","Y","Y"
"1530","3SBio Inc.","Global offering","01/06/2015","Goldman Sachs (Asia) L.L.C.","Goldman Sachs","Joint Sponsors","Y","Y","Y","Y","Y"
"1530","3SBio Inc.","Global offering","01/06/2015","Morgan Stanley Asia Limited","Morgan Stanley","Joint Sponsors","Y","Y","Y","Y","Y"
"1530","3SBio Inc.","Global offering","01/06/2015","China International Capital Corporation Hong Kong Securities Limited","CICC","Joint Global Coordinators","N","Y","Y","Y","Y"
"1530","3SBio Inc.","Global offering","01/06/2015","China Merchants Securities (HK) Co., Limited","China Merchants Securities  Co.","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1530","3SBio Inc.","Global offering","01/06/2015","CITIC Bank International Limited","CITIC","Fallback extraction","N","N","N","N","N"
"1530","3SBio Inc.","Global offering","01/06/2015","CITIC PE Funds Limited","CITIC","Fallback extraction","N","N","N","N","N"
"1530","3SBio Inc.","Global offering","01/06/2015","CITICPE Holdings Limited","CITICPE Holdings","Fallback extraction","N","N","N","N","N"
"1530","3SBio Inc.","Global offering","01/06/2015","Credit Suisse Asset Management (International) Company Limited","Credit Suisse","Fallback extraction","N","N","N","N","N"
"1530","3SBio Inc.","Global offering","01/06/2015","Guotai Junan Capital Limited","Guotai Junan Capital","Fallback extraction","N","N","N","N","N"
"1530","3SBio Inc.","Global offering","01/06/2015","CLSA Limited","CITIC","Fallback: bookrunner","N","N","Y","N","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","Citigroup Global Markets Asia Limited","Citi","Joint Sponsors","Y","Y","Y","Y","Y"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","China Merchants Securities (HK) Co., Limited","China Merchants Securities  Co.","Joint Sponsors","Y","Y","Y","Y","Y"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","CLSA Limited","CITIC","Joint Global Coordinators","N","Y","Y","Y","Y"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","ABCI Capital Limited","ABCI","Joint Bookrunners","N","N","Y","Y","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","BOCI Asia Limited","BOCI","Joint Bookrunners","N","N","Y","Y","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","BOCOM International Securities Limited","BOCOM International","Joint Bookrunners","N","N","Y","Y","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","CCB International Capital Limited","CCB International","Joint Bookrunners","N","N","Y","Y","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","China Everbright Securities (HK) Limited","CEB International","Joint Bookrunners","N","N","Y","Y","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","Haitong International Securities Company Limited","Haitong","Joint Bookrunners","N","N","Y","Y","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","Silk Road International Capital Limited","Silk Road International Capital","Joint Bookrunners","N","N","Y","Y","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","Futu Securities International (Hong Kong) Limited","Futu","Joint Lead Managers","N","N","N","Y","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","Bank of China (Hong Kong) Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","Bank of China Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","Citigroup Global Markets Limited","Citi","Fallback extraction","N","N","N","N","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","CITIC Bank Corporation Limited","CITIC","Fallback extraction","N","N","N","N","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","CITIC Bank is a joint stock limited","CITIC","Fallback extraction","N","N","N","N","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","Guotai Junan Capital Limited","Guotai Junan Capital","Fallback extraction","N","N","N","N","N"
"2051","51 Credit Card Inc.","Global offering","29/06/2018","ABCI Securities Company Limited","ABCI","Fallback extraction","N","N","N","N","N"
"797","7Road Holdings Limited","Global offering","29/06/2018","GF Capital (Hong Kong) Limited","GF Securities","Joint Sponsors","Y","Y","Y","Y","Y"
"797","7Road Holdings Limited","Global offering","29/06/2018","CCB International Capital Limited","CCB International","Joint Sponsors","Y","Y","Y","Y","Y"
"797","7Road Holdings Limited","Global offering","29/06/2018","Haitong International Securities Company Limited","Haitong","Joint Global Coordinators, Joint Bookrunners and Joint Lead Managers","N","Y","Y","Y","Y"
"797","7Road Holdings Limited","Global offering","29/06/2018","CMB International Capital Limited","CMB International","Joint Bookrunner and Joint Lead Manager","N","N","Y","Y","N"
"797","7Road Holdings Limited","Global offering","29/06/2018","First Shanghai Securities Limited","First Shanghai Securities","Joint Lead Managers","N","N","N","Y","N"
"797","7Road Holdings Limited","Global offering","29/06/2018","Zhongtai International Securities Limited","Zhongtai","Joint Lead Managers","N","N","N","Y","N"
"797","7Road Holdings Limited","Global offering","29/06/2018","Head & Shoulders Securities Limited","Head & Shoulders Securities","Joint Lead Managers","N","N","N","Y","N"
"797","7Road Holdings Limited","Global offering","29/06/2018","Futu Securities International (Hong Kong) Limited","Futu","Joint Lead Managers","N","N","N","Y","N"
"797","7Road Holdings Limited","Global offering","29/06/2018","Valuable Capital Limited","Valuable Capital","Joint Lead Managers","N","N","N","Y","N"
"797","7Road Holdings Limited","Global offering","29/06/2018","Bank of China (Hong Kong) Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"1737","A & S Group (Holdings) Limited","Share offer","28/02/2018","Frontpage Capital Limited","Frontpage Capital","Sole Sponsor","Y","N","Y","Y","Y"
"1737","A & S Group (Holdings) Limited","Share offer","28/02/2018","Pacific Foundation Securities Limited","Pacific Foundation Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1737","A & S Group (Holdings) Limited","Share offer","28/02/2018","Aristo Securities Limited","Aristo Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1737","A & S Group (Holdings) Limited","Share offer","28/02/2018","Koala Securities Limited","Koala Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1737","A & S Group (Holdings) Limited","Share offer","28/02/2018","Ruibang Securities Limited","Ruibang Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","HSBC Corporate Finance (Hong Kong) Limited","HSBC","Joint Sponsors","Y","Y","Y","Y","Y"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","Huatai Financial Holdings (Hong Kong) Limited","Huatai","Joint Sponsors","Y","Y","Y","Y","Y"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","Morgan Stanley Asia Limited","Morgan Stanley","Joint Global Coordinators","N","Y","Y","Y","Y"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","BNP Paribas Securities (Asia) Limited","BNP Paribas","Joint Bookrunners","N","N","Y","Y","N"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","ABCI Capital Limited","ABCI","Joint Bookrunners","N","N","Y","Y","N"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","CCB International Capital Limited","CCB International","Joint Bookrunners","N","N","Y","Y","N"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","ICBC International Capital Limited","ICBC International","Joint Bookrunners","N","N","Y","Y","N"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","China Securities (International) Corporate Finance Company Limited","China Securities","Joint Bookrunners","N","N","Y","Y","N"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","The Hongkong and Shanghai Banking Corporation Limited","HSBC","Fallback: coordinator, bookrunner","N","Y","Y","N","Y"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","Hongkong and Shanghai Banking Corporation Limited","HSBC","Fallback extraction","N","N","N","N","N"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","ICBC International Securities Limited","ICBC International","Fallback extraction","N","N","N","N","N"
"3319","A-Living Services Co., Ltd.","Global offering","29/01/2018","ABCI Securities Company Limited","ABCI","Fallback extraction","N","N","N","N","N"
"1615","AB Builders Group Limited","Global offering","27/08/2018","Southwest Securities (HK) Capital Limited","Southwest Securities  Capital","Sole Sponsor","Y","N","N","N","Y"
"1615","AB Builders Group Limited","Global offering","27/08/2018","Southwest Securities (HK) Brokerage Limited","Southwest Securities  Brokerage","Joint Global Coordinators","N","Y","Y","Y","Y"
"1615","AB Builders Group Limited","Global offering","27/08/2018","Sinolink Securities (Hong Kong) Company Limited","Sinolink Securities  Company","Joint Global Coordinators","N","Y","Y","Y","Y"
"1615","AB Builders Group Limited","Global offering","27/08/2018","China Investment Securities International Brokerage Limited","China Investment Securities International Brokerage","Joint Global Coordinators","N","Y","Y","Y","Y"
"1615","AB Builders Group Limited","Global offering","27/08/2018","Haitong International Securities Company Limited","Haitong","Joint Bookrunners","N","N","Y","Y","N"
"1615","AB Builders Group Limited","Global offering","27/08/2018","BMI Securities Limited","BMI Securities","Joint Lead Managers","N","N","N","Y","N"
"1615","AB Builders Group Limited","Global offering","27/08/2018","Bank of China (Hong Kong) Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"1615","AB Builders Group Limited","Global offering","27/08/2018","Bank of China Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"1615","AB Builders Group Limited","Global offering","27/08/2018","Haitong International Capital Limited","Haitong","Fallback extraction","N","N","N","N","N"
"1615","AB Builders Group Limited","Global offering","27/08/2018","Haitong International Securities Group Limited","Haitong","Fallback extraction","N","N","N","N","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","Morgan Stanley Asia Limited","Morgan Stanley","Joint Sponsors","Y","Y","Y","Y","Y"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","J.P. Morgan Securities (Far East) Limited","J.P. Morgan","Joint Sponsors","Y","N","Y","Y","Y"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","China International Capital Corporation Hong Kong Securities Limited","CICC","Joint Global Coordinators","N","Y","Y","Y","Y"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","China Industrial Securities International Capital Limited","China Industrial Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","Haitong International Securities Company Limited","Haitong","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","The Hongkong and Shanghai Banking Corporation Limited","HSBC","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","Huatai Financial Holdings (Hong Kong) Limited","Huatai","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","Goldman Sachs (Asia) L.L.C.","Goldman Sachs","Fallback extraction","N","N","N","N","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","China International Capital Corporation (Hong Kong) Limited","CICC","Fallback extraction","N","N","N","N","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","China International Capital Corporation Limited","CICC","Fallback extraction","N","N","N","N","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","Hongkong and Shanghai Banking Corporation Limited","HSBC","Fallback extraction","N","N","N","N","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","J.P. Morgan Securities (Asia Pacific) Limited","J.P. Morgan","Fallback extraction","N","N","N","N","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","J.P. MORGAN SECURITIES(FAR EAST) LIMITED","J.P. Morgan","Fallback extraction","N","N","N","N","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","Morgan Stanley & Co. International plc","Morgan Stanley","Fallback extraction","N","N","N","N","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","J.P. Morgan Securities plc","J.P. Morgan","Fallback extraction","N","N","N","N","N"
"2256","Abbisko Cayman Limited - B","Global offering","30/09/2021","J.P. Morgan Securities Plc","J.P. Morgan","Fallback extraction","N","N","N","N","N"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","Ample Capital Limited","Ample Capital","Sponsor","Y","N","N","N","Y"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","Ample Orient Capital Limited","Ample Orient Capital","Sole Coordinator","N","Y","Y","Y","Y"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","Convoy Investment Services Limited","Convoy Investment Services","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","First Shanghai Securities Limited","First Shanghai Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","Guoyuan Capital (Hong Kong) Limited","Guoyuan Capital","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","Pacific Foundation Securities Limited","Pacific Foundation Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","China-Hong Kong Link Securities Company Limited","China-Hong Kong Link Securities Company","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","Head & Shoulders Securities Limited","Head & Shoulders Securities","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","Quam Securities Company Limited","Quam Securities Company","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","Innovax Capital Limited","Innovax Capital","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"1627","Able Engineering Holdings Limited","Share offer","26/01/2017","Bank of China (Hong Kong) Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Ample Capital Limited","Ample Capital","Sole Sponsor","Y","N","N","N","Y"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Alpha Financial Group Limited","Alpha Financial Group","Sole Global Coordinator, Joint Bookrunner and Joint Lead Manager","N","Y","Y","Y","Y"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Head & Shoulders Securities Limited","Head & Shoulders Securities","Joint Bookrunner and Joint Lead Manager","N","N","Y","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","AFG Securities Limited","AFG Securities","Joint Lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","I Win Securities Limited","I Win Securities","Joint Lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Bluemount Securities Limited","Bluemount Securities","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","ChaoShang Securities Limited","ChaoShang Securities","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","CIS Securities Asset Management Limited","CIS Securities Asset Management","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Future Land Resources Securities Limited","Future Land Resources Securities","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Grand Moore Capital Limited","Grand Moore Capital","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Grand Partners Securities Limited","Grand Partners Securities","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Lego Securities Limited","Lego Securities","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Merdeka Capital Limited","Merdeka Capital","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Sinomax Securities Limited","Sinomax Securities","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Solomon Securities Limited","Solomon Securities","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Yuzhou Financial Holdings Limited","Yuzhou Financial Holdings","Co-lead Managers","N","N","N","Y","N"
"1283","Accel Group Holdings Limited","Share offer","26/09/2019","Bank of China (Hong Kong) Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"1870","Acme International Holdings Limited","Global offering","25/10/2019","Dongxing Securities (Hong Kong) Company Limited","Dongxing Securities  Company","Sole Sponsor","Y","Y","Y","Y","Y"
"1870","Acme International Holdings Limited","Global offering","25/10/2019","Glory Sun Securities Limited","Glory Sun Securities","Joint Bookrunners","N","N","Y","Y","N"
"1870","Acme International Holdings Limited","Global offering","25/10/2019","Yue Xiu Securities Company Limited","Yue Xiu Securities Company","Joint Bookrunners","N","N","Y","Y","N"
"1870","Acme International Holdings Limited","Global offering","25/10/2019","VMI Securities Limited","VMI Securities","Joint Bookrunners","N","N","Y","Y","N"
"1870","Acme International Holdings Limited","Global offering","25/10/2019","Zhongtai International Securities Limited","Zhongtai","Joint Bookrunners","N","N","Y","Y","N"
"1870","Acme International Holdings Limited","Global offering","25/10/2019","Lego Securities Limited","Lego Securities","Joint Lead Managers","N","N","N","Y","N"
"1870","Acme International Holdings Limited","Global offering","25/10/2019","KGI Capital Asia Limited","KGI Capital Asia","Joint Lead Managers","N","N","N","Y","N"
"1870","Acme International Holdings Limited","Global offering","25/10/2019","Bank of China (Asia) Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"1870","Acme International Holdings Limited","Global offering","25/10/2019","Future Bright Mining Holdings Limited","Future Bright Mining Holdings","Fallback extraction","N","N","N","N","N"
"6669","Acotec Scientific Holdings Limited - B","Global offering","12/08/2021","Morgan Stanley Asia Limited","Morgan Stanley","Joint Sponsors and Joint Global Coordinators","Y","Y","Y","Y","Y"
"6669","Acotec Scientific Holdings Limited - B","Global offering","12/08/2021","China International Capital Corporation Hong Kong Securities Limited","CICC","Joint Sponsors and Joint Global Coordinators","Y","Y","Y","Y","Y"
"6669","Acotec Scientific Holdings Limited - B","Global offering","12/08/2021","China Merchants Securities (HK) Co., Limited","China Merchants Securities  Co.","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"6669","Acotec Scientific Holdings Limited - B","Global offering","12/08/2021","Valuable Capital Limited","Valuable Capital","Joint Bookrunners and Joint Lead Managers","N","N","Y","Y","N"
"6669","Acotec Scientific Holdings Limited - B","Global offering","12/08/2021","China International Capital Corporation Limited","CICC","Fallback extraction","N","N","N","N","N"
"6669","Acotec Scientific Holdings Limited - B","Global offering","12/08/2021","Bank of China (Hong Kong) Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"6669","Acotec Scientific Holdings Limited - B","Global offering","12/08/2021","Morgan Stanley & Co. International plc","Morgan Stanley","Fallback extraction","N","N","N","N","N"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","Dongxing Securities (Hong Kong) Company Limited","Dongxing Securities  Company","Sole Sponsor","Y","Y","Y","Y","Y"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","CMB International Capital Limited","CMB International","Sole Sponsor","Y","Y","Y","Y","Y"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","Haitong International Securities Company Limited","Haitong","Joint Global Coordinators","N","Y","Y","Y","Y"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","China Galaxy International Securities (Hong Kong) Co., Limited","China Galaxy","Joint Bookrunners","N","N","Y","Y","N"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","ABCI Capital Limited","ABCI","Joint Bookrunners","N","N","Y","Y","N"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","China Everbright Securities (HK) Limited","CEB International","Joint Bookrunners","N","N","Y","Y","N"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","China Investment Securities International Brokerage Limited","China Investment Securities International Brokerage","Joint Bookrunners","N","N","Y","Y","N"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","North Beta International Securities Limited","North Beta International Securities","Joint Lead Managers","N","N","N","Y","N"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","First Shanghai Securities Limited","First Shanghai Securities","Joint Lead Managers","N","N","N","Y","N"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","Forwin Securities Group Limited","Forwin Securities Group","Joint Lead Managers","N","N","N","Y","N"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","Bank of China (Hong Kong) Limited","Bank of China","Fallback extraction","N","N","N","N","N"
"9919","Activation Group Holdings Limited","Global offering","31/12/2019","ABCI Securities Company Limited","ABCI","Fallback extraction","N","N","N","N","N"
"9860","ADICON Holdings Limited","Global offering","19/06/2023","Morgan Stanley Asia Limited","Morgan Stanley","Joint Sponsors and Sponsor-OCs","Y","Y","Y","Y","Y"
"9860","ADICON Holdings Limited","Global offering","19/06/2023","Jefferies Hong Kong Limited","Jefferies","Joint Sponsors and Sponsor-OCs","Y","Y","Y","Y","Y"
"9860","ADICON Holdings Limited","Global offering","19/06/2023","CLSA Limited","CITIC","Joint Global Coordinators","N","Y","Y","Y","Y"
"9860","ADICON Holdings Limited","Global offering","19/06/2023","Deutsche Bank AG, Hong Kong Branch","Deutsche Bank","Joint Global Coordinators","N","Y","Y","Y","Y"
"9860","ADICON Holdings Limited","Global offering","19/06/2023","Haitong International Securities Company Limited","Haitong","Joint Global Coordinators","N","Y","Y","Y","Y"
"9860","ADICON Holdings Limited","Global offering","19/06/2023","The Hongkong and Shanghai Banking Corporation Limited","HSBC","Joint Global Coordinators","N","Y","Y","Y","Y"
